"","week_beginning","areauri","region","deaths"
"549",2020-06-01,"S12000023","Orkney Islands",0
"550",2020-06-01,"S12000017","Highland",2
"551",2020-06-01,"S08000015","Ayrshire and Arran",6
"552",2020-06-01,"S08000029","Fife",3
"553",2020-06-01,"S12000006","Dumfries and Galloway",0
"554",2020-06-01,"S12000013","Na h-Eileanan Siar",0
"555",2020-06-01,"S92000003","Scotland",91
"556",2020-06-01,"S12000042","Dundee City",3
"557",2020-06-01,"S12000048","Perth and Kinross",0
"558",2020-06-01,"S08000019","Forth Valley",4
"559",2020-06-01,"S12000027","Shetland Islands",0
"560",2020-06-01,"S08000026","Shetland",0
"561",2020-06-01,"S12000045","East Dunbartonshire",6
"562",2020-06-01,"S08000020","Grampian",6
"563",2020-06-01,"S08000032","Lanarkshire",19
"564",2020-06-01,"S12000034","Aberdeenshire",0
"565",2020-06-08,"S12000023","Orkney Islands",0
"566",2020-06-08,"S08000031","Greater Glasgow and Clyde",17
"567",2020-06-08,"S12000027","Shetland Islands",0
"568",2020-06-08,"S08000016","Borders",3
"569",2020-06-08,"S08000015","Ayrshire and Arran",6
"570",2020-06-08,"S12000029","South Lanarkshire",5
"571",2020-06-08,"S08000026","Shetland",0
"572",2020-06-08,"S12000035","Argyll and Bute",0
"573",2020-06-08,"S12000042","Dundee City",4
"574",2020-06-08,"S08000025","Orkney",0
"575",2020-06-08,"S08000024","Lothian",10
"576",2020-06-08,"S12000047","Fife",3
"577",2020-06-08,"S08000017","Dumfries and Galloway",0
"578",2020-06-08,"S12000041","Angus",3
"579",2020-06-08,"S08000029","Fife",3
"580",2020-06-08,"S12000017","Highland",0
"581",2020-06-08,"S12000006","Dumfries and Galloway",0
"582",2020-06-08,"S12000008","East Ayrshire",3
"583",2020-06-08,"S12000045","East Dunbartonshire",2
"584",2020-06-08,"S12000011","East Renfrewshire",1
"585",2020-06-08,"S12000028","South Ayrshire",2
"586",2020-06-08,"S12000033","Aberdeen City",5
"587",2020-06-08,"S08000028","Western Isles",0
"588",2020-06-08,"S12000034","Aberdeenshire",0
"589",2020-06-08,"S08000032","Lanarkshire",8
"590",2020-06-08,"S08000019","Forth Valley",5
"591",2020-06-08,"S12000048","Perth and Kinross",2
"592",2020-06-08,"S92000003","Scotland",67
"593",2020-06-08,"S12000020","Moray",1
"594",2020-06-08,"S12000036","City of Edinburgh",6
"595",2020-06-08,"S08000020","Grampian",6
"596",2020-06-08,"S08000022","Highland",0
"597",2020-06-08,"S12000021","North Ayrshire",1
"598",2020-06-08,"S12000038","Renfrewshire",3
"599",2020-06-08,"S12000040","West Lothian",3
"600",2020-06-08,"S12000019","Midlothian",0
"601",2020-06-08,"S12000030","Stirling",1
"602",2020-06-08,"S12000039","West Dunbartonshire",1
"603",2020-06-08,"S12000014","Falkirk",2
"604",2020-06-08,"S12000026","Scottish Borders",3
"605",2020-06-08,"S12000050","North Lanarkshire",3
"606",2020-06-08,"S12000010","East Lothian",1
"607",2020-06-08,"S08000030","Tayside",9
"608",2020-06-08,"S12000049","Glasgow City",10
"609",2020-06-08,"S12000018","Inverclyde",0
"610",2020-06-08,"S12000005","Clackmannanshire",2
"611",2020-06-08,"S12000013","Na h-Eileanan Siar",0
"612",2020-06-15,"S12000039","West Dunbartonshire",0
"613",2020-06-15,"S12000020","Moray",0
"614",2020-06-15,"S12000027","Shetland Islands",0
"615",2020-06-15,"S08000016","Borders",1
"616",2020-06-15,"S12000034","Aberdeenshire",3
"617",2020-06-15,"S08000028","Western Isles",0
"618",2020-06-15,"S12000038","Renfrewshire",3
"619",2020-06-15,"S08000022","Highland",0
"620",2020-06-15,"S08000017","Dumfries and Galloway",0
"621",2020-06-15,"S12000041","Angus",1
"622",2020-06-15,"S08000026","Shetland",0
"623",2020-06-15,"S12000018","Inverclyde",2
"624",2020-06-15,"S12000029","South Lanarkshire",5
"625",2020-06-15,"S12000040","West Lothian",2
"626",2020-06-15,"S08000030","Tayside",2
"627",2020-06-15,"S08000024","Lothian",9
"628",2020-06-15,"S08000031","Greater Glasgow and Clyde",15
"629",2020-06-15,"S12000045","East Dunbartonshire",0
"630",2020-06-15,"S12000010","East Lothian",0
"631",2020-06-15,"S12000005","Clackmannanshire",2
"632",2020-06-15,"S08000029","Fife",2
"633",2020-06-15,"S12000011","East Renfrewshire",1
"634",2020-06-15,"S12000049","Glasgow City",9
"635",2020-06-15,"S12000013","Na h-Eileanan Siar",0
"636",2020-06-15,"S12000042","Dundee City",1
"637",2020-06-15,"S12000006","Dumfries and Galloway",0
"638",2020-06-15,"S12000023","Orkney Islands",0
"639",2020-06-15,"S12000019","Midlothian",1
"640",2020-06-15,"S12000026","Scottish Borders",1
"641",2020-06-15,"S12000017","Highland",0
"642",2020-06-15,"S12000028","South Ayrshire",4
"643",2020-06-15,"S12000008","East Ayrshire",0
"644",2020-06-15,"S12000035","Argyll and Bute",0
"645",2020-06-15,"S12000033","Aberdeen City",1
"646",2020-06-15,"S12000014","Falkirk",2
"647",2020-06-15,"S12000030","Stirling",0
"648",2020-06-15,"S12000021","North Ayrshire",0
"649",2020-06-15,"S08000015","Ayrshire and Arran",4
"650",2020-06-15,"S08000032","Lanarkshire",8
"651",2020-06-15,"S12000036","City of Edinburgh",6
"652",2020-06-15,"S12000050","North Lanarkshire",3
"653",2020-06-15,"S12000048","Perth and Kinross",0
"654",2020-06-15,"S08000020","Grampian",4
"655",2020-06-15,"S08000019","Forth Valley",4
"656",2020-06-15,"S92000003","Scotland",49
"657",2020-06-15,"S12000047","Fife",2
"658",2020-06-15,"S08000025","Orkney",0
"659",2020-06-22,"S08000015","Ayrshire and Arran",1
"660",2020-06-22,"S08000020","Grampian",3
"661",2020-06-22,"S12000027","Shetland Islands",0
"662",2020-06-22,"S12000033","Aberdeen City",1
"663",2020-06-22,"S12000034","Aberdeenshire",2
"664",2020-06-22,"S08000017","Dumfries and Galloway",0
"665",2020-06-22,"S12000021","North Ayrshire",1
"666",2020-06-22,"S12000038","Renfrewshire",1
"667",2020-06-22,"S08000019","Forth Valley",3
"668",2020-06-22,"S08000032","Lanarkshire",12
"669",2020-06-22,"S12000035","Argyll and Bute",0
"670",2020-06-22,"S08000016","Borders",0
"671",2020-06-22,"S08000030","Tayside",2
"672",2020-06-22,"S12000023","Orkney Islands",0
"673",2020-06-22,"S12000028","South Ayrshire",0
"674",2020-06-22,"S08000024","Lothian",4
"675",2020-06-22,"S08000022","Highland",0
"676",2020-06-22,"S08000029","Fife",3
"677",2020-06-22,"S12000026","Scottish Borders",0
"678",2020-06-22,"S08000025","Orkney",0
"679",2020-06-22,"S12000047","Fife",3
"680",2020-06-22,"S12000040","West Lothian",2
"681",2020-06-22,"S12000050","North Lanarkshire",4
"682",2020-06-22,"S08000026","Shetland",0
"683",2020-06-22,"S12000041","Angus",0
"684",2020-06-22,"S12000030","Stirling",0
"685",2020-06-22,"S12000042","Dundee City",1
"686",2020-06-22,"S12000020","Moray",0
"687",2020-06-22,"S12000017","Highland",0
"688",2020-06-22,"S12000005","Clackmannanshire",0
"689",2020-06-22,"S12000014","Falkirk",3
"690",2020-06-22,"S12000019","Midlothian",0
"691",2020-06-22,"S12000049","Glasgow City",3
"692",2020-06-22,"S12000018","Inverclyde",2
"693",2020-06-22,"S12000013","Na h-Eileanan Siar",0
"694",2020-06-22,"S12000008","East Ayrshire",0
"695",2020-06-22,"S12000036","City of Edinburgh",2
"696",2020-06-22,"S12000010","East Lothian",0
"697",2020-06-22,"S08000028","Western Isles",0
"698",2020-06-22,"S12000048","Perth and Kinross",1
"699",2020-06-22,"S12000045","East Dunbartonshire",1
"700",2020-06-22,"S08000031","Greater Glasgow and Clyde",8
"701",2020-06-22,"S12000039","West Dunbartonshire",1
"702",2020-06-22,"S12000029","South Lanarkshire",8
"703",2020-06-22,"S12000006","Dumfries and Galloway",0
"704",2020-06-22,"S12000011","East Renfrewshire",0
"705",2020-06-22,"S92000003","Scotland",36
"706",2020-06-29,"S08000017","Dumfries and Galloway",0
"707",2020-06-29,"S12000042","Dundee City",2
"708",2020-06-29,"S12000013","Na h-Eileanan Siar",0
"709",2020-06-29,"S12000019","Midlothian",1
"710",2020-06-29,"S92000003","Scotland",19
"711",2020-06-29,"S12000020","Moray",0
"712",2020-06-29,"S08000020","Grampian",0
"713",2020-06-29,"S12000036","City of Edinburgh",1
"714",2020-06-29,"S12000041","Angus",1
"715",2020-06-29,"S12000008","East Ayrshire",0
"716",2020-06-29,"S08000028","Western Isles",0
"717",2020-06-29,"S12000034","Aberdeenshire",0
"718",2020-06-29,"S08000032","Lanarkshire",3
"719",2020-06-29,"S12000047","Fife",0
"720",2020-06-29,"S12000017","Highland",0
"721",2020-06-29,"S12000006","Dumfries and Galloway",0
"722",2020-06-29,"S12000045","East Dunbartonshire",0
"723",2020-06-29,"S12000021","North Ayrshire",0
"724",2020-06-29,"S12000048","Perth and Kinross",0
"725",2020-06-29,"S08000019","Forth Valley",1
"726",2020-06-29,"S12000049","Glasgow City",2
"727",2020-06-29,"S12000005","Clackmannanshire",1
"728",2020-06-29,"S12000028","South Ayrshire",0
"729",2020-06-29,"S08000025","Orkney",0
"730",2020-06-29,"S12000026","Scottish Borders",1
"731",2020-06-29,"S12000050","North Lanarkshire",0
"732",2020-06-29,"S12000040","West Lothian",4
"733",2020-06-29,"S12000011","East Renfrewshire",0
"734",2020-06-29,"S08000029","Fife",0
"735",2020-06-29,"S08000030","Tayside",3
"736",2020-06-29,"S12000023","Orkney Islands",0
"737",2020-06-29,"S12000035","Argyll and Bute",0
"738",2020-06-29,"S08000026","Shetland",0
"739",2020-06-29,"S08000022","Highland",0
"740",2020-06-29,"S08000015","Ayrshire and Arran",0
"741",2020-06-29,"S08000016","Borders",1
"742",2020-06-29,"S12000029","South Lanarkshire",3
"743",2020-06-29,"S12000039","West Dunbartonshire",1
"744",2020-06-29,"S12000010","East Lothian",1
"745",2020-06-29,"S12000038","Renfrewshire",1
"746",2020-06-29,"S12000027","Shetland Islands",0
"747",2020-06-29,"S08000031","Greater Glasgow and Clyde",4
"748",2020-06-29,"S12000014","Falkirk",0
"749",2020-06-29,"S12000030","Stirling",0
"750",2020-06-29,"S08000024","Lothian",7
"751",2020-06-29,"S12000033","Aberdeen City",0
"752",2020-06-29,"S12000018","Inverclyde",0
"753",2020-07-06,"S12000034","Aberdeenshire",1
"754",2020-07-06,"S12000041","Angus",0
"755",2020-07-06,"S12000039","West Dunbartonshire",0
"756",2020-07-06,"S12000010","East Lothian",0
"757",2020-07-06,"S12000018","Inverclyde",0
"758",2020-07-06,"S12000048","Perth and Kinross",1
"759",2020-07-06,"S92000003","Scotland",13
"760",2020-07-06,"S12000005","Clackmannanshire",0
"761",2020-07-06,"S12000019","Midlothian",0
"762",2020-07-06,"S08000029","Fife",1
"763",2020-07-06,"S12000040","West Lothian",2
"764",2020-07-06,"S08000030","Tayside",2
"765",2020-07-06,"S12000020","Moray",0
"766",2020-07-06,"S08000028","Western Isles",0
"767",2020-07-06,"S12000011","East Renfrewshire",0
"768",2020-07-06,"S08000017","Dumfries and Galloway",0
"769",2020-07-06,"S08000022","Highland",1
"770",2020-07-06,"S08000026","Shetland",0
"771",2020-07-06,"S12000023","Orkney Islands",0
"772",2020-07-06,"S12000035","Argyll and Bute",0
"773",2020-07-06,"S08000015","Ayrshire and Arran",0
"774",2020-07-06,"S12000014","Falkirk",0
"775",2020-07-06,"S12000033","Aberdeen City",0
"776",2020-07-06,"S12000049","Glasgow City",1
"777",2020-07-06,"S12000042","Dundee City",1
"778",2020-07-06,"S12000029","South Lanarkshire",0
"779",2020-07-06,"S08000024","Lothian",5
"780",2020-07-06,"S08000031","Greater Glasgow and Clyde",1
"781",2020-07-06,"S12000027","Shetland Islands",0
"782",2020-07-06,"S08000025","Orkney",0
"783",2020-07-06,"S12000026","Scottish Borders",1
"784",2020-07-06,"S08000016","Borders",1
"785",2020-07-06,"S12000050","North Lanarkshire",1
"786",2020-07-06,"S12000030","Stirling",0
"787",2020-07-06,"S12000021","North Ayrshire",0
"788",2020-07-06,"S08000019","Forth Valley",0
"789",2020-07-06,"S08000020","Grampian",1
"790",2020-07-06,"S12000045","East Dunbartonshire",0
"791",2020-07-06,"S08000032","Lanarkshire",1
"792",2020-07-06,"S12000047","Fife",1
"793",2020-07-06,"S12000008","East Ayrshire",0
"794",2020-07-06,"S12000028","South Ayrshire",0
"795",2020-07-06,"S12000006","Dumfries and Galloway",0
"796",2020-07-06,"S12000017","Highland",1
"797",2020-07-06,"S12000036","City of Edinburgh",3
"798",2020-07-06,"S12000038","Renfrewshire",0
"799",2020-07-06,"S12000013","Na h-Eileanan Siar",0
"800",2020-07-13,"S12000047","Fife",0
"801",2020-07-13,"S12000029","South Lanarkshire",0
"802",2020-07-13,"S12000045","East Dunbartonshire",0
"803",2020-07-13,"S12000048","Perth and Kinross",0
"804",2020-07-13,"S12000042","Dundee City",0
"805",2020-07-13,"S08000031","Greater Glasgow and Clyde",0
"806",2020-07-13,"S08000030","Tayside",0
"807",2020-07-13,"S12000021","North Ayrshire",0
"808",2020-07-13,"S12000030","Stirling",0
"809",2020-07-13,"S08000032","Lanarkshire",1
"810",2020-07-13,"S12000049","Glasgow City",0
"811",2020-07-13,"S08000028","Western Isles",0
"812",2020-07-13,"S12000050","North Lanarkshire",1
"813",2020-07-13,"S12000038","Renfrewshire",0
"814",2020-07-13,"S08000029","Fife",0
"815",2020-07-13,"S92000003","Scotland",6
"816",2020-07-13,"S12000033","Aberdeen City",1
"817",2020-07-13,"S08000015","Ayrshire and Arran",0
"818",2020-07-13,"S08000016","Borders",0
"819",2020-07-13,"S12000020","Moray",0
"820",2020-07-13,"S08000019","Forth Valley",2
"821",2020-07-13,"S12000019","Midlothian",0
"822",2020-07-13,"S12000035","Argyll and Bute",0
"823",2020-07-13,"S12000041","Angus",0
"824",2020-07-13,"S08000025","Orkney",0
"825",2020-07-13,"S08000026","Shetland",0
"826",2020-07-13,"S12000013","Na h-Eileanan Siar",0
"827",2020-07-13,"S12000014","Falkirk",2
"828",2020-07-13,"S12000017","Highland",0
"829",2020-07-13,"S12000008","East Ayrshire",0
"830",2020-07-13,"S12000023","Orkney Islands",0
"831",2020-07-13,"S12000027","Shetland Islands",0
"832",2020-07-13,"S08000024","Lothian",2
"833",2020-07-13,"S12000026","Scottish Borders",0
"834",2020-07-13,"S12000006","Dumfries and Galloway",0
"835",2020-07-13,"S12000036","City of Edinburgh",1
"836",2020-07-13,"S12000028","South Ayrshire",0
"837",2020-07-13,"S08000022","Highland",0
"838",2020-07-13,"S12000005","Clackmannanshire",0
"839",2020-07-13,"S12000018","Inverclyde",0
"840",2020-07-13,"S08000020","Grampian",1
"841",2020-07-13,"S12000034","Aberdeenshire",0
"842",2020-07-13,"S12000010","East Lothian",1
"843",2020-07-13,"S12000039","West Dunbartonshire",0
"844",2020-07-13,"S08000017","Dumfries and Galloway",0
"845",2020-07-13,"S12000011","East Renfrewshire",0
"846",2020-07-13,"S12000040","West Lothian",0
"847",2020-07-20,"S12000038","Renfrewshire",0
"848",2020-07-20,"S08000019","Forth Valley",0
"849",2020-07-20,"S12000028","South Ayrshire",0
"850",2020-07-20,"S12000050","North Lanarkshire",1
"851",2020-07-20,"S92000003","Scotland",8
"852",2020-07-20,"S12000011","East Renfrewshire",0
"853",2020-07-20,"S12000029","South Lanarkshire",1
"854",2020-07-20,"S12000017","Highland",0
"855",2020-07-20,"S12000026","Scottish Borders",0
"856",2020-07-20,"S08000024","Lothian",0
"857",2020-07-20,"S08000017","Dumfries and Galloway",0
"858",2020-07-20,"S12000047","Fife",2
"859",2020-07-20,"S12000020","Moray",0
"860",2020-07-20,"S12000014","Falkirk",0
"861",2020-07-20,"S12000049","Glasgow City",1
"862",2020-07-20,"S12000039","West Dunbartonshire",0
"863",2020-07-20,"S08000026","Shetland",0
"864",2020-07-20,"S12000023","Orkney Islands",0
"865",2020-07-20,"S12000019","Midlothian",0
"866",2020-07-20,"S12000008","East Ayrshire",0
"867",2020-07-20,"S12000034","Aberdeenshire",0
"868",2020-07-20,"S12000010","East Lothian",0
"869",2020-07-20,"S12000041","Angus",0
"870",2020-07-20,"S12000005","Clackmannanshire",0
"871",2020-07-20,"S12000036","City of Edinburgh",0
"872",2020-07-20,"S12000013","Na h-Eileanan Siar",0
"873",2020-07-20,"S12000021","North Ayrshire",1
"874",2020-07-20,"S08000032","Lanarkshire",2
"875",2020-07-20,"S12000030","Stirling",0
"876",2020-07-20,"S08000025","Orkney",0
"877",2020-07-20,"S12000040","West Lothian",0
"878",2020-07-20,"S12000035","Argyll and Bute",0
"879",2020-07-20,"S08000022","Highland",0
"880",2020-07-20,"S12000018","Inverclyde",2
"881",2020-07-20,"S08000016","Borders",0
"882",2020-07-20,"S08000015","Ayrshire and Arran",1
"883",2020-07-20,"S12000048","Perth and Kinross",0
"884",2020-07-20,"S08000020","Grampian",0
"885",2020-07-20,"S12000045","East Dunbartonshire",0
"886",2020-07-20,"S08000028","Western Isles",0
"887",2020-07-20,"S12000006","Dumfries and Galloway",0
"888",2020-07-20,"S12000027","Shetland Islands",0
"889",2020-07-20,"S12000042","Dundee City",0
"890",2020-07-20,"S08000030","Tayside",0
"891",2020-07-20,"S12000033","Aberdeen City",0
"892",2020-07-20,"S08000029","Fife",2
"893",2020-07-20,"S08000031","Greater Glasgow and Clyde",3
"894",2020-07-27,"S12000008","East Ayrshire",0
"895",2020-07-27,"S12000010","East Lothian",0
"896",2020-07-27,"S12000014","Falkirk",2
"897",2020-07-27,"S08000028","Western Isles",0
"898",2020-07-27,"S12000039","West Dunbartonshire",0
"899",2020-07-27,"S12000018","Inverclyde",1
"900",2020-07-27,"S08000029","Fife",0
"901",2020-07-27,"S12000020","Moray",0
"902",2020-07-27,"S12000047","Fife",0
"903",2020-07-27,"S12000006","Dumfries and Galloway",0
"904",2020-07-27,"S12000049","Glasgow City",0
"905",2020-07-27,"S08000022","Highland",0
"906",2020-07-27,"S12000028","South Ayrshire",0
"907",2020-07-27,"S12000038","Renfrewshire",0
"908",2020-07-27,"S12000048","Perth and Kinross",0
"909",2020-07-27,"S12000036","City of Edinburgh",1
"910",2020-07-27,"S12000017","Highland",0
"911",2020-07-27,"S12000019","Midlothian",0
"912",2020-07-27,"S08000032","Lanarkshire",1
"913",2020-07-27,"S92000003","Scotland",6
"914",2020-07-27,"S12000040","West Lothian",0
"915",2020-07-27,"S12000030","Stirling",0
"916",2020-07-27,"S12000013","Na h-Eileanan Siar",0
"917",2020-07-27,"S12000011","East Renfrewshire",1
"918",2020-07-27,"S12000042","Dundee City",0
"919",2020-07-27,"S12000041","Angus",0
"920",2020-07-27,"S12000027","Shetland Islands",0
"921",2020-07-27,"S08000030","Tayside",0
"922",2020-07-27,"S12000045","East Dunbartonshire",0
"923",2020-07-27,"S08000015","Ayrshire and Arran",0
"924",2020-07-27,"S08000016","Borders",0
"925",2020-07-27,"S12000050","North Lanarkshire",0
"926",2020-07-27,"S08000025","Orkney",0
"927",2020-07-27,"S08000024","Lothian",1
"928",2020-07-27,"S12000029","South Lanarkshire",1
"929",2020-07-27,"S12000026","Scottish Borders",0
"930",2020-07-27,"S08000031","Greater Glasgow and Clyde",2
"931",2020-07-27,"S08000017","Dumfries and Galloway",0
"932",2020-07-27,"S12000034","Aberdeenshire",0
"933",2020-07-27,"S12000035","Argyll and Bute",0
"934",2020-07-27,"S08000019","Forth Valley",2
"935",2020-07-27,"S12000033","Aberdeen City",0
"936",2020-07-27,"S08000020","Grampian",0
"937",2020-07-27,"S12000005","Clackmannanshire",0
"938",2020-07-27,"S12000021","North Ayrshire",0
"939",2020-07-27,"S12000023","Orkney Islands",0
"940",2020-07-27,"S08000026","Shetland",0
"941",2020-08-03,"S08000031","Greater Glasgow and Clyde",3
"942",2020-08-03,"S12000006","Dumfries and Galloway",0
"943",2020-08-03,"S12000026","Scottish Borders",0
"944",2020-08-03,"S12000027","Shetland Islands",0
"945",2020-08-03,"S08000028","Western Isles",0
"946",2020-08-03,"S08000022","Highland",0
"947",2020-08-03,"S12000005","Clackmannanshire",0
"948",2020-08-03,"S08000017","Dumfries and Galloway",0
"949",2020-08-03,"S12000040","West Lothian",0
"950",2020-08-03,"S08000029","Fife",0
"951",2020-08-03,"S08000030","Tayside",1
"952",2020-08-03,"S12000045","East Dunbartonshire",0
"953",2020-08-03,"S08000020","Grampian",0
"954",2020-08-03,"S08000016","Borders",0
"955",2020-08-03,"S12000048","Perth and Kinross",0
"956",2020-08-03,"S12000033","Aberdeen City",0
"957",2020-08-03,"S12000019","Midlothian",0
"958",2020-08-03,"S12000023","Orkney Islands",0
"959",2020-08-03,"S12000047","Fife",0
"960",2020-08-03,"S12000041","Angus",0
"961",2020-08-03,"S08000019","Forth Valley",1
"962",2020-08-03,"S12000008","East Ayrshire",0
"963",2020-08-03,"S12000050","North Lanarkshire",0
"964",2020-08-03,"S12000028","South Ayrshire",0
"965",2020-08-03,"S12000010","East Lothian",0
